id,user_id,amount,currency,merchant_id,device_id,status,created_at,decision
tx_00008546,user_0350,9.95,GBP,merchant_081,device_174,completed,2026-05-25 17:30:27.071006+00:00,approve
tx_00005065,user_0345,30.76,GBP,merchant_069,device_176,completed,2026-06-22 12:32:57.071006+00:00,approve
tx_00009130,user_0281,199.9,USD,merchant_066,device_129,completed,2026-06-04 02:20:50.071006+00:00,approve
tx_00009355,user_0066,9.55,EUR,merchant_028,device_106,completed,2026-06-05 03:23:03.071006+00:00,approve
tx_00004412,user_0166,26.48,EUR,merchant_088,device_023,completed,2026-05-07 15:19:54.071006+00:00,approve
tx_00007207,user_0110,39.95,EUR,merchant_078,device_055,completed,2026-06-04 15:17:47.071006+00:00,approve
tx_00000390,user_0418,3.42,CAD,merchant_078,device_125,completed,2026-06-15 16:34:50.103132+00:00,block
tx_00000834,user_0427,194.84,EUR,merchant_097,device_190,completed,2026-05-18 16:38:30.071006+00:00,approve
tx_00006821,user_0329,142.27,GBP,merchant_045,device_048,completed,2026-05-08 08:40:25.071006+00:00,approve
tx_00003781,user_0113,72.71,CAD,merchant_021,device_106,completed,2026-05-15 20:00:15.071006+00:00,approve
tx_00009012,user_0397,12.77,USD,merchant_081,device_059,completed,2026-06-15 16:25:36.071006+00:00,approve
tx_00007499,user_0100,42.54,CAD,merchant_076,device_111,completed,2026-05-14 15:14:02.071006+00:00,approve
tx_00003424,user_0305,150.83,GBP,merchant_022,device_196,completed,2026-05-25 23:18:32.071006+00:00,approve
tx_00000065,user_0162,120.9,USD,merchant_094,device_107,completed,2026-06-15 22:15:08.071006+00:00,approve
tx_00002963,user_0033,32.57,EUR,merchant_022,device_170,completed,2026-05-16 23:13:40.071006+00:00,approve
tx_00005669,user_0341,6.51,EUR,merchant_084,device_011,completed,2026-04-25 16:48:16.071006+00:00,approve
tx_00008962,user_0442,37.95,EUR,merchant_033,device_096,completed,2026-05-25 18:26:09.071006+00:00,approve
tx_00000354,user_0484,46.1,CAD,merchant_027,device_014,completed,2026-06-08 17:20:07.071006+00:00,approve
tx_00008171,user_0461,12.45,USD,merchant_014,device_185,completed,2026-05-15 03:48:34.071006+00:00,approve
tx_00004030,user_0270,68.23,EUR,merchant_048,device_197,completed,2026-06-15 12:13:34.071006+00:00,approve
tx_00008534,user_0248,39.41,EUR,merchant_026,device_008,completed,2026-06-03 14:16:37.071006+00:00,approve
tx_00003651,user_0035,78.99,USD,merchant_083,device_188,completed,2026-04-27 05:16:46.071006+00:00,approve
tx_00006739,user_0220,6.84,EUR,merchant_007,device_072,completed,2026-05-11 19:50:44.071006+00:00,approve
tx_00003297,user_0453,17.37,CAD,merchant_060,device_185,completed,2026-05-18 07:32:47.071006+00:00,approve
tx_00004127,user_0045,181.58,CAD,merchant_082,device_016,completed,2026-06-05 09:51:57.071006+00:00,approve
tx_00008043,user_0096,113.37,CAD,merchant_047,device_090,completed,2026-06-22 00:40:18.071006+00:00,approve
tx_00004767,user_0004,11.98,EUR,merchant_016,device_185,completed,2026-05-31 06:34:12.071006+00:00,approve
tx_00000472,user_0216,12.43,EUR,merchant_063,device_061,completed,2026-06-21 18:31:02.071006+00:00,approve
tx_00003761,user_0252,59.16,GBP,merchant_042,device_019,completed,2026-05-27 02:25:57.071006+00:00,approve
tx_00008617,user_0469,98.56,GBP,merchant_066,device_050,completed,2026-05-12 04:17:16.071006+00:00,approve
tx_00003566,user_0210,35.22,EUR,merchant_082,device_159,completed,2026-06-01 07:15:42.071006+00:00,approve
tx_00002760,user_0066,52.37,EUR,merchant_043,device_118,completed,2026-05-30 07:48:47.071006+00:00,approve
tx_00000868,user_0223,2.29,EUR,merchant_029,device_179,completed,2026-05-08 05:58:51.071006+00:00,approve
tx_00009382,user_0364,104.85,EUR,merchant_052,device_066,completed,2026-04-30 20:41:45.071006+00:00,approve
tx_00008688,user_0268,335.66,USD,merchant_089,device_174,completed,2026-05-30 15:25:46.071006+00:00,approve
tx_00004052,user_0382,43.77,EUR,merchant_079,device_175,completed,2026-05-18 22:35:00.071006+00:00,approve
tx_00006130,user_0035,6.72,USD,merchant_098,device_141,completed,2026-05-22 06:58:48.071006+00:00,approve
tx_00003244,user_0364,61.69,GBP,merchant_040,device_107,completed,2026-05-18 03:22:08.071006+00:00,approve
tx_00004842,user_0049,24.01,USD,merchant_085,device_079,completed,2026-04-26 08:20:58.071006+00:00,approve
tx_00009330,user_0052,74.38,EUR,merchant_042,device_021,completed,2026-06-02 05:44:56.071006+00:00,approve
tx_00005640,user_0376,128.66,USD,merchant_076,device_182,completed,2026-05-27 08:31:47.071006+00:00,approve
tx_00005780,user_0096,138.67,USD,merchant_053,device_087,completed,2026-05-25 00:22:22.071006+00:00,approve
tx_00008540,user_0253,12.32,EUR,merchant_022,device_084,completed,2026-06-22 11:57:29.071006+00:00,approve
tx_00001075,user_0081,40.45,EUR,merchant_095,device_069,completed,2026-04-28 16:08:50.071006+00:00,approve
tx_00002957,user_0243,10.5,USD,merchant_044,device_171,completed,2026-06-03 01:50:34.071006+00:00,approve
tx_00006752,user_0305,10.69,USD,merchant_013,device_051,completed,2026-05-12 03:30:38.071006+00:00,approve
tx_00008657,user_0420,2.7,CAD,merchant_084,device_105,completed,2026-06-06 18:02:52.071006+00:00,approve
tx_00007272,user_0283,66.0,CAD,merchant_044,device_004,completed,2026-05-12 15:49:29.071006+00:00,approve
tx_00004759,user_0346,5.22,GBP,merchant_032,device_189,completed,2026-06-18 10:41:10.071006+00:00,approve
tx_00004862,user_0445,76.1,USD,merchant_040,device_010,completed,2026-04-30 18:57:38.071006+00:00,approve
tx_00007025,user_0493,41.11,EUR,merchant_084,device_177,completed,2026-06-13 19:24:33.071006+00:00,approve
tx_00007647,user_0015,25.39,EUR,merchant_062,device_115,completed,2026-06-11 05:05:45.071006+00:00,approve
tx_00007161,user_0382,6.75,GBP,merchant_095,device_067,completed,2026-06-11 21:04:10.071006+00:00,approve
tx_00000073,user_0064,54.96,EUR,merchant_077,device_052,completed,2026-06-04 03:22:41.071006+00:00,approve
tx_00004901,user_0328,26.84,GBP,merchant_019,device_072,completed,2026-05-22 23:50:18.071006+00:00,approve
tx_00004375,user_0292,1.58,CAD,merchant_077,device_181,completed,2026-04-27 12:37:57.071006+00:00,approve
tx_00006698,user_0164,4.82,CAD,merchant_053,device_029,completed,2026-05-23 15:36:03.071006+00:00,approve
tx_00000305,user_0183,46.24,CAD,merchant_018,device_067,completed,2026-05-22 20:45:22.103132+00:00,block
tx_00001101,user_0234,22.12,EUR,merchant_028,device_198,completed,2026-04-24 23:19:02.071006+00:00,approve
tx_00000037,user_0092,1828.65,GBP,merchant_009,device_138,completed,2026-06-15 18:35:32.103132+00:00,block
tx_00007655,user_0163,21.49,USD,merchant_049,device_032,completed,2026-06-12 21:30:08.071006+00:00,approve
tx_00005235,user_0430,54.23,CAD,merchant_046,device_047,completed,2026-06-09 08:24:17.071006+00:00,approve
tx_00005165,user_0038,66.57,USD,merchant_098,device_138,completed,2026-06-01 20:08:28.071006+00:00,approve
tx_00000118,user_0122,44.72,GBP,merchant_068,device_098,completed,2026-04-26 04:16:06.071006+00:00,approve
tx_00002022,user_0329,172.41,GBP,merchant_016,device_078,completed,2026-05-29 23:31:23.071006+00:00,approve
tx_00000385,user_0444,5.77,EUR,merchant_064,device_067,completed,2026-05-29 16:23:36.103132+00:00,block
tx_00002638,user_0075,74.19,GBP,merchant_071,device_126,completed,2026-05-20 21:13:07.071006+00:00,approve
tx_00002034,user_0493,87.72,EUR,merchant_095,device_190,completed,2026-06-14 10:25:17.071006+00:00,approve
tx_00002564,user_0219,26.42,EUR,merchant_077,device_121,completed,2026-05-31 15:00:58.071006+00:00,approve
tx_00008665,user_0033,93.34,EUR,merchant_074,device_151,completed,2026-05-02 13:30:10.071006+00:00,approve
tx_00003543,user_0387,14.6,EUR,merchant_038,device_064,completed,2026-06-13 04:07:07.071006+00:00,approve
tx_00001219,user_0220,72.12,USD,merchant_066,device_101,completed,2026-05-06 09:01:45.071006+00:00,approve
tx_00000214,user_0021,1.49,GBP,merchant_074,device_150,completed,2026-06-15 22:27:48.103132+00:00,block
tx_00006711,user_0178,51.66,USD,merchant_082,device_018,completed,2026-05-21 02:56:58.071006+00:00,approve
tx_00002903,user_0308,1394.16,CAD,merchant_010,device_120,completed,2026-06-09 02:22:14.071006+00:00,approve
tx_00003026,user_0056,43.68,USD,merchant_009,device_097,completed,2026-05-20 03:05:44.071006+00:00,approve
tx_00002510,user_0099,98.58,GBP,merchant_056,device_198,completed,2026-04-27 00:26:14.071006+00:00,approve
tx_00004201,user_0373,8.26,USD,merchant_019,device_177,completed,2026-05-06 05:07:04.071006+00:00,approve
tx_00003207,user_0407,33.56,USD,merchant_076,device_136,completed,2026-06-03 18:30:22.071006+00:00,approve
tx_00004489,user_0192,15.23,EUR,merchant_042,device_076,completed,2026-06-12 05:02:24.071006+00:00,approve
tx_00002755,user_0435,6.16,EUR,merchant_066,device_071,completed,2026-06-23 10:29:41.071006+00:00,approve
tx_00008889,user_0054,32.17,EUR,merchant_099,device_040,completed,2026-06-08 21:50:14.071006+00:00,approve
tx_00000177,user_0080,35.9,EUR,merchant_096,device_077,completed,2026-05-19 13:24:42.071006+00:00,approve
tx_00001643,user_0297,80.83,EUR,merchant_072,device_062,completed,2026-06-09 14:18:41.071006+00:00,approve
tx_00009292,user_0345,61.18,CAD,merchant_063,device_075,completed,2026-05-12 23:52:41.071006+00:00,approve
tx_00003518,user_0339,26.78,USD,merchant_012,device_176,completed,2026-05-21 05:37:16.071006+00:00,approve
tx_00001374,user_0443,6.01,USD,merchant_074,device_036,completed,2026-05-14 17:50:48.071006+00:00,approve
tx_00001720,user_0044,16.52,USD,merchant_057,device_174,completed,2026-05-22 00:39:41.071006+00:00,approve
tx_00003995,user_0167,26.5,CAD,merchant_042,device_047,completed,2026-05-06 03:48:04.071006+00:00,approve
tx_00003688,user_0483,27.88,USD,merchant_072,device_053,completed,2026-05-28 18:54:34.071006+00:00,approve
tx_00002264,user_0052,7.81,CAD,merchant_027,device_145,completed,2026-05-18 04:06:16.071006+00:00,approve
tx_00000087,user_0156,1.23,GBP,merchant_046,device_013,completed,2026-05-17 18:36:02.071006+00:00,approve
tx_00002848,user_0139,28.5,EUR,merchant_092,device_013,completed,2026-05-20 17:34:57.071006+00:00,approve
tx_00008687,user_0117,22.78,EUR,merchant_085,device_069,completed,2026-05-03 22:05:42.071006+00:00,approve
tx_00000403,user_0485,77.92,EUR,merchant_068,device_018,completed,2026-05-24 23:23:15.071006+00:00,approve
tx_00000400,user_0094,0.45,GBP,merchant_064,device_176,completed,2026-05-09 22:01:05.103132+00:00,block
tx_00004077,user_0300,6.59,CAD,merchant_061,device_008,completed,2026-06-14 02:12:17.071006+00:00,approve
tx_00006835,user_0393,8.85,GBP,merchant_066,device_181,completed,2026-04-28 09:04:43.071006+00:00,approve
tx_00006537,user_0475,122.79,EUR,merchant_072,device_105,completed,2026-05-27 00:26:36.071006+00:00,approve
tx_00002456,user_0420,31.48,GBP,merchant_097,device_038,completed,2026-04-26 04:57:26.071006+00:00,approve
tx_00002751,user_0040,122.57,CAD,merchant_032,device_015,completed,2026-06-16 14:11:35.071006+00:00,approve
tx_00002214,user_0057,1.36,EUR,merchant_051,device_019,completed,2026-05-06 22:59:29.071006+00:00,approve
tx_00001027,user_0140,52.18,EUR,merchant_049,device_078,completed,2026-06-14 14:05:19.071006+00:00,approve
tx_00000203,user_0035,6.16,USD,merchant_027,device_168,completed,2026-06-05 03:40:21.103132+00:00,block
tx_00001421,user_0497,29.5,USD,merchant_044,device_008,completed,2026-04-27 11:17:02.071006+00:00,approve
tx_00002436,user_0319,54.2,EUR,merchant_085,device_012,completed,2026-04-30 04:36:54.071006+00:00,approve
tx_00004277,user_0382,84.48,GBP,merchant_019,device_160,completed,2026-05-27 01:24:15.071006+00:00,approve
tx_00000109,user_0218,137.32,GBP,merchant_062,device_156,completed,2026-05-25 14:32:23.103132+00:00,block
tx_00001278,user_0004,42.27,CAD,merchant_023,device_110,completed,2026-05-20 16:26:17.071006+00:00,approve
tx_00006220,user_0140,24.22,CAD,merchant_022,device_140,completed,2026-05-21 09:24:05.071006+00:00,approve
tx_00004907,user_0395,13.22,USD,merchant_055,device_039,completed,2026-05-07 15:06:37.071006+00:00,approve
tx_00005064,user_0257,104.39,EUR,merchant_016,device_150,completed,2026-05-24 09:11:46.071006+00:00,approve
tx_00001978,user_0028,9.04,EUR,merchant_090,device_015,completed,2026-05-30 17:00:00.071006+00:00,approve
tx_00001061,user_0343,73.02,CAD,merchant_072,device_166,completed,2026-06-11 04:02:49.071006+00:00,approve
tx_00005014,user_0329,104.11,EUR,merchant_004,device_194,completed,2026-06-01 05:47:32.071006+00:00,approve
tx_00004535,user_0253,128.94,GBP,merchant_075,device_199,completed,2026-06-11 22:40:30.071006+00:00,approve
tx_00006993,user_0358,23.08,CAD,merchant_074,device_130,completed,2026-05-15 11:33:01.071006+00:00,approve
tx_00009253,user_0424,50.66,EUR,merchant_051,device_088,completed,2026-05-26 19:55:51.071006+00:00,approve
tx_00001502,user_0114,32.31,GBP,merchant_030,device_174,completed,2026-05-24 10:38:22.071006+00:00,approve
tx_00008568,user_0020,11.12,USD,merchant_006,device_135,completed,2026-05-01 19:00:20.071006+00:00,approve
tx_00009314,user_0055,5.91,GBP,merchant_072,device_060,completed,2026-05-12 13:51:57.071006+00:00,approve
tx_00008836,user_0144,5.74,GBP,merchant_026,device_152,completed,2026-06-08 17:05:23.071006+00:00,approve
tx_00008920,user_0365,10.36,USD,merchant_090,device_014,completed,2026-05-20 09:38:53.071006+00:00,approve
tx_00004918,user_0422,130.54,CAD,merchant_080,device_097,completed,2026-05-22 09:02:30.071006+00:00,approve
tx_00000678,user_0261,9.58,CAD,merchant_069,device_177,completed,2026-05-19 18:59:45.071006+00:00,approve
tx_00005076,user_0164,22.15,EUR,merchant_072,device_108,completed,2026-05-10 10:36:24.071006+00:00,approve
tx_00008064,user_0386,22.28,USD,merchant_085,device_152,completed,2026-05-09 05:18:18.071006+00:00,approve
tx_00007568,user_0178,34.89,GBP,merchant_058,device_192,completed,2026-05-28 13:53:00.071006+00:00,approve
tx_00000102,user_0402,32.97,USD,merchant_050,device_062,completed,2026-06-06 20:31:17.071006+00:00,approve
tx_00000957,user_0317,35.84,USD,merchant_015,device_055,completed,2026-05-29 17:56:46.071006+00:00,approve
tx_00008556,user_0448,97.75,GBP,merchant_097,device_082,completed,2026-06-22 18:21:59.071006+00:00,approve
tx_00003785,user_0276,113.08,EUR,merchant_019,device_184,completed,2026-05-05 19:14:15.071006+00:00,approve
tx_00000130,user_0103,10.16,CAD,merchant_040,device_141,completed,2026-06-21 05:41:16.103132+00:00,block
tx_00007173,user_0195,42.63,USD,merchant_043,device_098,completed,2026-05-01 01:30:40.071006+00:00,approve
tx_00004043,user_0054,1.08,USD,merchant_044,device_199,completed,2026-05-28 01:28:52.071006+00:00,approve
tx_00002648,user_0468,19.36,GBP,merchant_070,device_128,completed,2026-05-05 06:58:59.071006+00:00,approve
tx_00006000,user_0309,1410.09,GBP,merchant_041,device_120,completed,2026-05-18 09:53:01.071006+00:00,approve
tx_00007927,user_0136,19.87,USD,merchant_014,device_040,completed,2026-04-27 01:55:53.071006+00:00,approve
tx_00002826,user_0180,31.1,CAD,merchant_039,device_152,completed,2026-05-05 02:29:20.071006+00:00,approve
tx_00004094,user_0479,14.96,GBP,merchant_059,device_047,completed,2026-05-06 12:40:11.071006+00:00,approve
tx_00007774,user_0043,42.33,CAD,merchant_004,device_085,completed,2026-05-14 13:26:38.071006+00:00,approve
tx_00009258,user_0089,108.42,CAD,merchant_037,device_007,completed,2026-05-16 14:09:38.071006+00:00,approve
tx_00008113,user_0146,28.66,CAD,merchant_018,device_197,completed,2026-04-29 12:17:25.071006+00:00,approve
tx_00004772,user_0088,3.79,EUR,merchant_016,device_118,completed,2026-05-18 05:04:10.071006+00:00,approve
tx_00001947,user_0458,3.19,USD,merchant_029,device_152,completed,2026-05-13 06:17:55.071006+00:00,approve
tx_00006109,user_0307,44.85,USD,merchant_099,device_184,completed,2026-05-20 00:29:07.071006+00:00,approve
tx_00002299,user_0446,38.04,EUR,merchant_050,device_175,completed,2026-06-03 05:39:53.071006+00:00,approve
tx_00007844,user_0087,27.81,CAD,merchant_009,device_006,completed,2026-05-11 11:28:17.071006+00:00,approve
tx_00004382,user_0176,26.06,EUR,merchant_070,device_138,completed,2026-04-27 08:34:58.071006+00:00,approve
tx_00005425,user_0124,12.53,GBP,merchant_008,device_077,completed,2026-05-19 10:18:24.071006+00:00,approve
tx_00006771,user_0342,57.66,USD,merchant_073,device_008,completed,2026-05-24 15:03:40.071006+00:00,approve
tx_00008578,user_0451,19.2,USD,merchant_029,device_078,completed,2026-06-09 14:03:07.071006+00:00,approve
tx_00004291,user_0464,8.15,CAD,merchant_098,device_058,completed,2026-06-17 03:13:07.071006+00:00,approve
tx_00000528,user_0457,5.61,CAD,merchant_081,device_171,completed,2026-06-02 07:44:50.071006+00:00,approve
tx_00001233,user_0374,23.45,GBP,merchant_001,device_178,completed,2026-06-21 12:37:25.071006+00:00,approve
tx_00000779,user_0425,17.43,EUR,merchant_060,device_136,completed,2026-05-30 12:18:36.071006+00:00,approve
tx_00005859,user_0348,8.26,EUR,merchant_020,device_017,completed,2026-05-17 13:59:45.071006+00:00,approve
tx_00003059,user_0136,8.45,GBP,merchant_097,device_162,completed,2026-05-18 15:58:17.071006+00:00,approve
tx_00008587,user_0294,5.44,EUR,merchant_052,device_092,completed,2026-04-27 17:41:35.071006+00:00,approve
tx_00001860,user_0369,31.44,CAD,merchant_060,device_050,completed,2026-05-07 01:01:17.071006+00:00,approve
tx_00008438,user_0127,46.55,USD,merchant_065,device_130,completed,2026-04-28 02:27:22.071006+00:00,approve
tx_00007403,user_0122,25.93,GBP,merchant_048,device_036,completed,2026-05-27 07:28:51.071006+00:00,approve
tx_00004639,user_0459,12.05,EUR,merchant_022,device_043,completed,2026-06-11 04:36:16.071006+00:00,approve
tx_00004250,user_0209,218.72,USD,merchant_060,device_077,completed,2026-06-07 04:56:09.071006+00:00,approve
tx_00001992,user_0143,28.87,EUR,merchant_079,device_062,completed,2026-06-17 04:26:14.071006+00:00,approve
tx_00007379,user_0190,25.69,EUR,merchant_001,device_086,completed,2026-05-07 13:38:16.071006+00:00,approve
tx_00007305,user_0154,41.95,GBP,merchant_050,device_081,completed,2026-06-02 02:00:07.071006+00:00,approve
tx_00005303,user_0210,31.35,CAD,merchant_039,device_090,completed,2026-06-23 03:40:34.071006+00:00,approve
tx_00008192,user_0107,84.91,CAD,merchant_096,device_063,completed,2026-06-03 17:01:09.071006+00:00,approve
tx_00007447,user_0215,21.28,USD,merchant_066,device_016,completed,2026-04-26 18:23:23.071006+00:00,approve
tx_00002471,user_0049,26.48,CAD,merchant_003,device_039,completed,2026-06-21 09:02:20.071006+00:00,approve
tx_00007197,user_0475,58.49,USD,merchant_088,device_022,completed,2026-05-08 23:42:09.071006+00:00,approve
tx_00005312,user_0104,29.49,CAD,merchant_044,device_121,completed,2026-06-12 23:46:26.071006+00:00,approve
tx_00009035,user_0149,233.18,USD,merchant_030,device_127,completed,2026-05-18 15:22:09.071006+00:00,approve
tx_00001396,user_0309,2.36,GBP,merchant_080,device_099,completed,2026-05-27 06:17:06.071006+00:00,approve
tx_00004002,user_0017,43.4,EUR,merchant_020,device_025,completed,2026-06-10 13:22:33.071006+00:00,approve
tx_00005371,user_0369,89.57,USD,merchant_018,device_109,completed,2026-05-19 12:46:09.071006+00:00,approve
tx_00003235,user_0285,94.49,CAD,merchant_058,device_197,completed,2026-05-01 04:37:46.071006+00:00,approve
tx_00001042,user_0207,18.0,EUR,merchant_037,device_048,completed,2026-05-06 09:52:49.071006+00:00,approve
tx_00003298,user_0269,4.64,CAD,merchant_039,device_177,completed,2026-05-02 23:25:18.071006+00:00,approve
tx_00007256,user_0457,414.35,CAD,merchant_021,device_153,completed,2026-04-28 05:48:52.071006+00:00,approve
tx_00000257,user_0051,64.8,USD,merchant_076,device_080,completed,2026-06-03 09:14:41.071006+00:00,approve
tx_00007286,user_0329,33.55,USD,merchant_016,device_154,completed,2026-06-05 17:40:12.071006+00:00,approve
tx_00008616,user_0386,143.11,EUR,merchant_001,device_112,completed,2026-04-29 13:22:50.071006+00:00,approve
tx_00007816,user_0263,7.2,GBP,merchant_037,device_176,completed,2026-06-09 20:39:40.071006+00:00,approve
tx_00005843,user_0003,6.77,GBP,merchant_027,device_057,completed,2026-06-20 00:45:57.071006+00:00,approve
tx_00002089,user_0009,16.41,GBP,merchant_088,device_009,completed,2026-06-21 00:09:38.071006+00:00,approve
tx_00007702,user_0253,6.54,USD,merchant_044,device_032,completed,2026-06-08 05:29:05.071006+00:00,approve
tx_00000503,user_0433,54.39,CAD,merchant_032,device_047,completed,2026-06-14 01:48:10.071006+00:00,approve
tx_00005265,user_0443,207.05,EUR,merchant_002,device_085,completed,2026-05-19 18:55:24.071006+00:00,approve
tx_00008814,user_0237,55.65,USD,merchant_090,device_116,completed,2026-06-19 20:40:43.071006+00:00,approve
tx_00001345,user_0498,17.04,EUR,merchant_019,device_154,completed,2026-05-07 04:27:07.071006+00:00,approve
tx_00008455,user_0088,4.8,GBP,merchant_065,device_172,completed,2026-05-24 23:52:31.071006+00:00,approve
tx_00005046,user_0385,171.32,CAD,merchant_069,device_124,completed,2026-04-27 20:57:54.071006+00:00,approve
tx_00002248,user_0077,25.1,CAD,merchant_099,device_092,completed,2026-06-09 11:15:08.071006+00:00,approve
tx_00004981,user_0479,154.09,EUR,merchant_002,device_135,completed,2026-06-18 14:16:13.071006+00:00,approve
tx_00000372,user_0205,4.91,CAD,merchant_053,device_110,completed,2026-06-16 23:52:11.071006+00:00,approve
tx_00008454,user_0444,87.89,EUR,merchant_028,device_031,completed,2026-05-25 04:39:41.071006+00:00,approve
tx_00003370,user_0493,19.28,USD,merchant_084,device_018,completed,2026-05-06 12:48:03.071006+00:00,approve
tx_00002006,user_0217,76.85,EUR,merchant_064,device_187,completed,2026-05-05 06:13:33.071006+00:00,approve
tx_00003656,user_0257,58.13,EUR,merchant_004,device_142,completed,2026-05-31 22:15:40.071006+00:00,approve
tx_00008327,user_0198,14.86,USD,merchant_011,device_116,completed,2026-05-04 21:31:02.071006+00:00,approve
tx_00007521,user_0494,3.57,GBP,merchant_061,device_067,completed,2026-05-16 11:27:02.071006+00:00,approve
tx_00004001,user_0421,15.14,GBP,merchant_059,device_087,completed,2026-06-10 17:24:16.071006+00:00,approve
tx_00006072,user_0358,17.38,EUR,merchant_066,device_086,completed,2026-05-05 05:32:12.071006+00:00,approve
tx_00008736,user_0219,2.43,GBP,merchant_043,device_165,completed,2026-05-27 00:56:34.071006+00:00,approve
tx_00000997,user_0180,3.02,GBP,merchant_048,device_080,completed,2026-05-27 15:27:42.071006+00:00,approve
tx_00008179,user_0089,16.69,USD,merchant_032,device_149,completed,2026-05-06 12:17:06.071006+00:00,approve
tx_00003290,user_0201,4.44,GBP,merchant_002,device_011,completed,2026-06-05 18:48:18.071006+00:00,approve
tx_00001176,user_0158,9.84,USD,merchant_000,device_190,completed,2026-06-22 13:55:05.071006+00:00,approve
tx_00000551,user_0196,9.09,CAD,merchant_099,device_060,completed,2026-05-20 13:21:31.071006+00:00,approve
tx_00000744,user_0397,22.65,GBP,merchant_014,device_143,completed,2026-05-03 13:08:12.071006+00:00,approve
tx_00007223,user_0163,108.11,GBP,merchant_026,device_067,completed,2026-05-23 19:21:24.071006+00:00,approve
tx_00004554,user_0354,15.68,CAD,merchant_047,device_190,completed,2026-05-10 03:05:51.071006+00:00,approve
tx_00002859,user_0223,7.29,CAD,merchant_022,device_086,completed,2026-05-02 23:19:34.071006+00:00,approve
tx_00008820,user_0246,28.47,USD,merchant_046,device_120,completed,2026-06-16 22:26:14.071006+00:00,approve
tx_00003459,user_0198,75.91,GBP,merchant_088,device_083,completed,2026-06-11 07:27:47.071006+00:00,approve
tx_00002724,user_0395,21.47,GBP,merchant_005,device_167,completed,2026-04-29 02:00:10.071006+00:00,approve
tx_00006847,user_0201,98.83,EUR,merchant_051,device_017,completed,2026-05-10 07:11:07.071006+00:00,approve
tx_00007615,user_0314,15.64,EUR,merchant_030,device_033,completed,2026-06-17 16:33:23.071006+00:00,approve
tx_00007547,user_0408,3.26,USD,merchant_012,device_133,completed,2026-06-08 12:20:59.071006+00:00,approve
tx_00009174,user_0212,17.26,GBP,merchant_061,device_189,completed,2026-05-25 03:29:14.071006+00:00,approve
tx_00006393,user_0277,182.83,USD,merchant_070,device_107,completed,2026-06-12 20:00:23.071006+00:00,approve
tx_00005358,user_0032,3.65,EUR,merchant_031,device_070,completed,2026-05-29 04:04:50.071006+00:00,approve
tx_00009488,user_0275,65.78,USD,merchant_032,device_033,completed,2026-06-02 13:38:46.071006+00:00,approve
tx_00002968,user_0359,5.59,CAD,merchant_067,device_003,completed,2026-05-21 06:38:22.071006+00:00,approve
tx_00000693,user_0473,375.07,USD,merchant_067,device_017,completed,2026-06-20 00:47:37.071006+00:00,approve
tx_00002533,user_0085,73.39,CAD,merchant_058,device_017,completed,2026-06-02 19:10:56.071006+00:00,approve
tx_00006399,user_0465,84.66,EUR,merchant_046,device_142,completed,2026-06-12 04:15:48.071006+00:00,approve
tx_00000982,user_0273,20.72,USD,merchant_064,device_111,completed,2026-05-04 08:02:11.071006+00:00,approve
tx_00005364,user_0136,36.68,USD,merchant_043,device_000,completed,2026-05-12 19:09:32.071006+00:00,approve
tx_00000079,user_0334,125.37,CAD,merchant_051,device_168,completed,2026-05-20 07:21:13.071006+00:00,approve
tx_00004053,user_0405,6.87,USD,merchant_067,device_026,completed,2026-06-16 21:29:25.071006+00:00,approve
tx_00006258,user_0366,29.26,USD,merchant_029,device_074,completed,2026-06-08 16:38:44.071006+00:00,approve
tx_00000076,user_0113,581.33,EUR,merchant_024,device_065,completed,2026-05-02 19:14:57.103132+00:00,block
tx_00009025,user_0438,27.59,GBP,merchant_024,device_145,completed,2026-06-22 17:56:59.071006+00:00,approve
tx_00003107,user_0184,16.15,EUR,merchant_020,device_052,completed,2026-05-13 07:33:15.071006+00:00,approve
tx_00003601,user_0305,27.21,CAD,merchant_002,device_106,completed,2026-05-26 13:29:22.071006+00:00,approve
tx_00006073,user_0308,2.55,CAD,merchant_059,device_060,completed,2026-05-02 09:20:10.071006+00:00,approve
tx_00008126,user_0224,35.04,EUR,merchant_089,device_152,completed,2026-06-16 06:57:45.071006+00:00,approve
tx_00002142,user_0481,121.37,GBP,merchant_000,device_071,completed,2026-05-15 17:58:29.071006+00:00,approve
tx_00006310,user_0241,50.27,USD,merchant_007,device_157,completed,2026-04-27 05:58:50.071006+00:00,approve
tx_00002268,user_0059,168.82,USD,merchant_057,device_010,completed,2026-04-27 10:47:29.071006+00:00,approve
tx_00000445,user_0331,91.6,EUR,merchant_053,device_081,completed,2026-05-17 23:26:43.071006+00:00,approve
tx_00004883,user_0080,70.9,USD,merchant_079,device_197,completed,2026-05-11 10:04:56.071006+00:00,approve
tx_00004466,user_0399,31.28,CAD,merchant_042,device_041,completed,2026-05-02 17:34:19.071006+00:00,approve
tx_00009026,user_0487,7.27,EUR,merchant_066,device_108,completed,2026-05-26 08:00:26.071006+00:00,approve
tx_00006632,user_0096,89.42,GBP,merchant_075,device_089,completed,2026-05-09 02:44:54.071006+00:00,approve
tx_00003316,user_0316,153.44,USD,merchant_060,device_130,completed,2026-05-21 18:15:05.071006+00:00,approve
tx_00001701,user_0089,4.74,USD,merchant_033,device_008,completed,2026-06-06 19:53:01.071006+00:00,approve
